日期,平均温度 (°F),平均湿度 (%),平均露点(°F),平均气压（英寸）,平均风速（mph）,平均阵风速度（mph）,平均方向（°deg）,月降水量（in）年,降水量（in ）,每分钟最大雨量,最高温度（°F）,最低温度（°F）,最高湿度（％）,最低湿度（％）,最高压力,最低压力,最大风速（mph）,最大阵风速度（mph）,最大热量指数（°F）,日期,月份,压力差
7/25/2011,67.7,52,45.8,29.7,2.3,4,59,0.77,7.6,0,41.8,48.8,93,17,29.894,29.558,15,19.6,82.3,7/25/2011,7,0.336
6/16/2011,61.4,40,35.7,29.4,5.3,8.5,268,0.2,5.71,0,41.7,45.2,75,19,29.609,29.329,21.9,38,78.4,6/16/2011,6,0.28
6/17/2011,53.1,58,37.4,29.7,8.1,11.5,266,0.41,5.92,0,41.6,43.3,89,35,29.865,29.407,25.3,33.4,61.6,6/17/2011,6,0.458
6/18/2011,54.9,52,35.4,29.7,7.7,11.1,274,0.42,5.93,0,41.6,41.6,91,25,29.837,29.564,26.5,39.1,77.1,6/18/2011,6,0.273
6/19/2011,52.1,69,41,29.5,3.7,5.8,333,0.85,6.36,0,41.6,44.2,91,27,29.641,29.36,28.8,39.1,79.2,6/19/2011,6,0.281
6/20/2011,51.2,67,39.6,29.6,5.7,8.5,327,1.1,6.61,0,41.6,41.8,91,41,29.754,29.484,20.7,34.5,63.1,6/20/2011,6,0.27
6/21/2011,57.1,42,32.5,29.8,6.6,10.6,311,1.1,6.61,0,41.6,45.8,69,25,29.888,29.69,20.7,31.1,77.6,6/21/2011,6,0.198
6/22/2011,58.6,50,37.2,29.8,2.8,4.9,289,1.1,6.61,0,41.6,38.5,86,18,29.963,29.724,15,25.3,78.8,6/22/2011,6,0.239
6/23/2011,59.1,54,39.9,29.7,2.4,3.9,311,1.12,6.63,0,41.6,40.5,89,20,29.847,29.596,18.4,27.6,79.1,6/23/2011,6,0.251
6/24/2011,62.7,46,36.6,29.6,4,6.4,269,1.12,6.63,0,41.6,40.6,89,13,29.756,29.442,23,29.9,79.2,6/24/2011,6,0.314
6/25/2011,64,36,30.3,29.6,5.1,7.6,274,1.12,6.63,0,41.5,41.5,88,10,29.669,29.474,21.9,29.9,78.6,6/25/2011,6,0.195
6/26/2011,65.1,24,22.1,29.5,7.9,11.8,278,1.12,6.63,0,41.5,41.9,60,9,29.646,29.388,24.2,36.8,77.8,6/26/2011,6,0.258
6/27/2011,57.3,56,41.2,29.8,2.7,4.9,138,1.13,6.64,0,41.5,45.7,83,36,29.933,29.639,10.4,13.8,79.2,6/27/2011,6,0.294
6/28/2011,66,42,33,29.8,4.8,6.9,266,1.13,6.64,0,41.5,40.8,92,11,29.95,29.56,23,29.9,81.6,6/28/2011,6,0.39
6/29/2011,65.6,39,37.1,29.6,5.7,8.4,259,1.15,6.66,0,41.5,48,78,15,29.84,29.45,39.1,46,81.7,6/29/2011,6,0.39
6/30/2011,61.3,58,44,29.6,4.9,7.4,281,1.32,6.83,0,41.5,49.2,87,17,29.807,29.373,25.3,41.4,79,6/30/2011,6,0.434
7/14/2011,64.9,61,48.8,29.6,3.1,5,261,0,6.83,0,41.5,51.3,92,23,29.822,29.539,18.4,26.5,78.2,7/14/2011,7,0.283
7/15/2011,64.8,50,41.5,29.6,3,5,244,0,6.83,0,41.5,44.6,88,13,29.79,29.435,17.3,21.9,80.6,7/15/2011,7,0.355
7/16/2011,63.8,60,47.2,29.7,2.2,3.6,277,0.08,6.91,0,41.5,47.1,90,19,29.849,29.611,15,19.6,81.1,7/16/2011,7,0.238
7/17/2011,62.9,70,51.3,29.8,2.7,4.3,296,0.57,7.4,0,41.5,49.9,93,30,30.001,29.69,16.1,25.3,82.8,7/17/2011,7,0.311
7/18/2011,65,69,52.7,29.9,3.7,5.8,283,0.72,7.55,0,41.3,48.9,95,30,30.033,29.728,21.9,33.4,82.3,7/18/2011,7,0.305
6/15/2011,58.1,36,26.8,29.7,5,7.7,286,0.2,5.71,0,41.3,34.9,80,11,29.905,29.531,28.8,35.7,77,6/15/2011,6,0.374
6/5/2011,60.8,42,29.4,29.9,6.1,8.9,276,0,5.51,0,41.3,38.3,91,11,30.067,29.727,23,34.5,78.6,6/5/2011,6,0.34
6/6/2011,61.8,36,30.8,29.6,3.6,6.2,242,0,5.51,0,41.3,39.2,76,13,29.81,29.321,28.8,40.3,78.4,6/6/2011,6,0.489
6/7/2011,62.1,17,15.2,29.5,11.2,15.4,259,0,5.51,0,41.3,46.4,31,9,29.731,29.334,25.3,39.1,72.8,6/7/2011,6,0.397
6/8/2011,55.1,45,33.1,29.7,3.4,6.4,138,0.1,5.61,0,41.3,38.8,86,26,29.787,29.632,16.1,19.6,78.7,6/8/2011,6,0.155
6/9/2011,51.8,80,45.6,29.7,7,9.4,59,0.2,5.71,0,41.3,44.1,93,55,29.951,29.624,23,28.8,62.1,6/9/2011,6,0.327
6/10/2011,53.2,59,38.2,29.8,4.2,6.7,79,0.2,5.71,0,41.3,38.3,91,32,29.946,29.766,17.3,19.6,79,6/10/2011,6,0.18
6/11/2011,55.2,52,33.6,29.7,3.2,5.2,329,0.2,5.71,0,41.3,35.2,91,12,29.873,29.573,16.1,27.6,78.7,6/11/2011,6,0.3
6/12/2011,58.6,37,24.3,29.7,6.6,9.5,267,0.2,5.71,0,41.3,37.3,87,7,29.978,29.602,25.3,34.5,78.8,6/12/2011,6,0.376
6/13/2011,57.2,35,27,29.7,4,6.2,288,0.2,5.71,0,41.3,37.6,77,11,29.831,29.621,20.7,29.9,78.1,6/13/2011,6,0.21
6/14/2011,57.6,34,26.7,29.8,7.2,11.5,293,0.2,5.71,0,41.2,41.9,66,15,29.846,29.693,25.3,39.1,74.2,6/14/2011,6,0.153
6/2/2011,59.6,34,24.7,29.5,5.7,8.6,274,0,5.51,0,41.2,38.1,75,10,29.9,29.397,27.6,35.7,76.7,6/2/2011,6,0.503
6/3/2011,53.8,34,24.8,29.7,3.3,6,174,0,5.51,0,41.2,41.2,70,15,30.024,29.488,15,21.9,63.5,6/3/2011,6,0.536
6/4/2011,54.6,58,38.6,30,2.2,4.2,123,0,5.51,0,41.2,35.5,87,33,30.122,29.905,12.7,20.7,79.1,6/4/2011,6,0.217
5/16/2011,46.1,68,35.6,29.8,3.5,5.3,68,0.94,3.82,0,41.2,33.7,87,38,30.057,29.557,15,19.6,62.7,5/16/2011,5,0.5
5/17/2011,43,69,32.1,29.5,2.9,4.5,40,0.95,3.83,0,41.1,31.9,92,25,29.62,29.361,15,20.7,59.9,5/17/2011,5,0.259
5/18/2011,36,89,33.1,29.6,1.7,2.6,34,1.7,4.58,0,41.1,32.5,93,79,29.691,29.45,10.4,12.7,40.8,5/18/2011,5,0.241
5/19/2011,35.2,89,32.3,29.6,1.9,3.1,71,2.32,5.2,0,41.1,31.2,94,76,29.769,29.529,9.2,11.5,40.9,5/19/2011,5,0.24
5/20/2011,39.8,69,29.4,29.7,5.9,8.5,275,2.4,5.28,0,41.1,30,94,36,29.806,29.661,20.7,26.5,51.3,5/20/2011,5,0.145
5/21/2011,46,55,30.7,29.6,9.5,14.4,278,2.4,5.28,0,41.1,38.5,70,41,29.705,29.551,28.8,47.2,53.2,5/21/2011,5,0.154
5/22/2011,54.8,37,28.4,29.6,8.8,13,285,2.4,5.28,0,41.1,46.5,48,23,29.667,29.441,27.6,46,75.6,5/22/2011,5,0.226
5/23/2011,50.1,59,35.4,29.6,4.6,7.1,265,2.46,5.34,0,41.1,42.5,80,25,29.798,29.413,20.7,27.6,63.3,5/23/2011,5,0.385
5/24/2011,42.9,73,34,29.7,4.3,6.4,283,2.55,5.43,0,41.1,32.1,91,44,29.789,29.525,20.7,31.1,51.1,5/24/2011,5,0.264
5/25/2011,48.6,51,30.1,29.9,9.3,13,283,2.56,5.44,0,41.1,42.3,83,27,29.946,29.757,31.1,32.2,59.5,5/25/2011,5,0.189
5/26/2011,51.3,51,28.5,29.7,5.4,7.8,272,2.56,5.44,0,41,33.2,92,16,30.037,29.293,25.3,34.5,73.8,5/26/2011,5,0.744
5/27/2011,47.5,57,32.2,29.6,8.3,11.5,274,2.58,5.46,0,41,40.3,84,38,29.71,29.362,25.3,34.5,55.1,5/27/2011,5,0.348
5/28/2011,45,78,38.3,29.6,3.7,5.5,69,2.62,5.5,0,40.9,39.6,90,64,29.708,29.398,15,19.6,49.1,5/28/2011,5,0.31
5/29/2011,52.3,76,44.2,29.3,3,4.8,72,2.62,5.5,0,40.9,43.1,94,46,29.504,29.153,15,19.6,79.1,5/29/2011,5,0.351
5/30/2011,46.6,50,26.7,29.5,11.5,17.2,287,2.63,5.51,0,40.9,38.2,93,17,29.91,29.219,32.2,46,54.4,5/30/2011,5,0.691
5/31/2011,52.3,28,18.2,30,9.5,14,277,2.63,5.51,0,40.9,40.6,54,10,30.083,29.9,28.8,41.4,73.7,5/31/2011,5,0.183
6/1/2011,55.6,39,26.6,29.9,2.4,4.1,266,0,5.51,0,40.9,35.5,71,12,30.059,29.627,11.5,25.3,76.1,6/1/2011,6,0.432
5/15/2011,34.8,84,30.3,30.1,2.4,4.2,93,0.94,3.82,0,40.9,30.6,91,70,30.2,30.02,9.2,12.7,41.8,5/15/2011,5,0.18
5/8/2011,55.7,26,14.6,29.4,6.9,9.6,272,0.05,2.93,0,40.8,33.1,65,8,29.677,29.188,23,35.7,72.4,5/8/2011,5,0.489
5/9/2011,55.9,24,17.7,29.2,8.7,12.6,273,0.05,2.93,0,40.8,43.6,52,12,29.382,29.064,29.9,42.6,73,5/9/2011,5,0.318
5/10/2011,48.5,31,16.7,29.5,8,11.5,291,0.05,2.93,0,40.8,38.5,54,12,29.634,29.334,23,31.1,60.7,5/10/2011,5,0.3
5/11/2011,34.6,88,31.2,29.8,1.7,2.7,118,0.69,3.57,0,40.8,32.5,94,55,29.949,29.55,16.1,20.7,42.8,5/11/2011,5,0.399
5/12/2011,39.7,68,29.1,30,4.3,6.8,311,0.9,3.78,0,40.8,32.5,92,44,30.16,29.867,13.8,26.5,48,5/12/2011,5,0.293
5/13/2011,48.8,51,30,30,3.5,5.9,46,0.9,3.78,0,40.8,32.7,91,23,30.162,29.905,16.1,27.6,59.3,5/13/2011,5,0.257
5/14/2011,33.3,86,29.6,30.2,2.6,3.9,66,0.9,3.78,0,40.8,27.5,92,71,30.224,30.03,10.4,12.7,38.6,5/14/2011,5,0.194
3/31/2011,45.6,45,24.7,29.7,16.3,25.4,280,0.01,0.6,0,40.8,39.1,65,27,29.768,29.591,42.6,48.3,53.5,3/31/2011,3,0.177
4/27/2011,34.6,38,11.2,29.9,14.2,18.9,281,0,1.06,0,40.7,29.4,47,25,30.112,29.693,26.5,41.4,43.1,4/27/2011,4,0.419
4/28/2011,44.2,24,7.9,29.9,12.2,16.7,272,0,1.06,0,40.6,33.1,50,9,30.087,29.669,29.9,39.1,55.8,4/28/2011,4,0.418
4/29/2011,37,57,21.8,29.5,9.3,13.8,283,0.04,1.1,0,40.6,24.7,89,27,29.835,29.282,25.3,39.1,49,4/29/2011,4,0.553
4/30/2011,29.7,34,4.5,30,10,14.5,282,0.04,1.1,0,40.6,22.1,54,20,30.175,29.835,25.3,36.8,38.4,4/30/2011,4,0.34
5/1/2011,28.7,55,13,30.2,3,4.8,320,0,2.88,0,40.6,22.4,88,26,30.337,30.147,16.1,19.6,38.1,5/1/2011,5,0.19
5/2/2011,29.8,58,15.4,30.4,4.7,7.3,289,0.05,2.93,0,40.6,12.4,85,28,30.546,30.217,20.7,27.6,43.8,5/2/2011,5,0.329
5/3/2011,44.4,28,12.6,30.1,8.8,12.2,268,0.05,2.93,0,40.6,35.5,50,19,30.218,29.915,24.2,33.4,54.8,5/3/2011,5,0.303
5/4/2011,42.9,41,19.4,30,9.2,13.1,277,0.05,2.93,0,40.6,33.6,80,18,30.233,29.773,24.2,36.8,51.4,5/4/2011,5,0.46
5/5/2011,46,25,8.7,30.1,4.7,7.2,300,0.05,2.93,0,40.6,27.5,52,9,30.298,29.846,19.6,26.5,62.6,5/5/2011,5,0.452
5/6/2011,56,20,14.6,29.6,10.1,15.2,282,0.05,2.93,0,40.6,35.8,44,2,30.022,29.295,31.1,44.9,72.9,5/6/2011,5,0.727
5/7/2011,54.9,32,22,29.6,5.8,8.6,278,0.05,2.93,0,40.6,33.7,67,12,29.733,29.455,25.3,34.5,73.7,5/7/2011,5,0.278
2/28/2011,36,27,4.3,30,14.8,20.8,320,0.48,0.59,0,40.5,26.3,44,17,30.122,29.867,34.5,51.8,44.6,2/28/2011,2,0.255
3/28/2011,31.4,68,20.3,29.8,4.9,7.3,277,0,0.59,0,40.5,26.6,90,30,30.078,29.688,20.7,31.1,37.2,3/28/2011,3,0.39
3/30/2011,37,42,15.9,29.9,13.7,20.6,270,0,0.59,0,40.5,29.2,53,28,30.027,29.739,28.8,49.5,44.6,3/30/2011,3,0.288
2/22/2011,31.6,24,-2,29.8,18.5,25.2,335,0.18,0.29,0,40.5,24.8,37,12,29.919,29.694,29.9,44.9,39.2,2/22/2011,2,0.225
2/23/2011,30.9,39,7.9,29.8,10.4,15.2,336,0.18,0.29,0,40.5,23.9,79,16,29.97,29.713,31.1,43.7,41.1,2/23/2011,2,0.257
2/24/2011,24.4,75,17,29.9,4.1,5.8,9,0.21,0.32,0,40.5,14.3,89,39,30.051,29.807,17.3,25.3,34.4,2/24/2011,2,0.244
2/25/2011,18.3,85,14.5,29.9,0.6,1.2,103,0.21,0.32,0,40.5,13.1,88,83,30.05,29.678,6.9,10.4,26.1,2/25/2011,2,0.372
2/26/2011,31.1,64,19.5,29.6,0.5,0.9,330,0.43,0.54,0,40.5,26.3,88,34,29.719,29.523,8.1,12.7,35.9,2/26/2011,2,0.196
2/27/2011,33.5,33,7,29.6,9.7,14.6,343,0.48,0.59,0,40.4,27.3,53,21,29.867,29.434,29.9,42.6,39.5,2/27/2011,2,0.433
2/7/2011,21.5,65,11,30.1,11.4,16.2,318,0.16,0.27,0,40.3,-2.4,88,41,30.526,29.806,33.4,47.2,34.9,2/7/2011,2,0.72
2/8/2011,-0.4,72,-7.3,30.5,3,4.5,120,0.16,0.27,0,40.3,-13,79,61,30.805,30.026,12.7,17.3,10.8,2/8/2011,2,0.779
2/9/2011,1.9,48,-14.8,30.7,8,11.4,317,0.17,0.28,0,40.3,-21.6,70,26,30.978,30.259,27.6,42.6,19.9,2/9/2011,2,0.719
2/10/2011,19.7,35,-3.7,30.2,15.4,21.8,318,0.17,0.28,0,40.3,11.9,43,28,30.259,30.061,35.7,40.3,28.3,2/10/2011,2,0.198
2/11/2011,27.7,40,6.2,30.2,12.6,18.1,313,0.17,0.28,0,40.3,21.8,45,33,30.351,30.092,35.7,35.7,34.3,2/11/2011,2,0.259
2/12/2011,36,30,6.7,30.2,13.9,19.7,309,0.18,0.29,0,40.3,28.1,43,18,30.304,30.092,27.6,40.3,44.9,2/12/2011,2,0.212
2/13/2011,43.4,20,4.4,29.9,12.7,19,327,0.18,0.29,0,40.3,31.3,34,14,30.157,29.808,34.5,49.5,51,2/13/2011,2,0.349
2/14/2011,36,32,4.2,30.1,7.7,11,316,0.18,0.29,0,40.2,16.1,68,10,30.27,29.788,27.6,46,52.8,2/14/2011,2,0.482
2/15/2011,44.8,19,4.3,29.8,13.3,18.7,314,0.18,0.29,0,40.2,35.5,36,10,29.952,29.662,27.6,40.3,54,2/15/2011,2,0.29
2/16/2011,44.6,22,6.6,29.5,14.9,21,320,0.18,0.29,0,40.2,40.6,37,14,29.725,29.349,29.9,42.6,49.6,2/16/2011,2,0.376
2/17/2011,28.3,61,15.5,29.8,6.3,9.1,328,0.18,0.29,0,40.2,23,86,27,30.201,29.343,29.9,42.6,42.1,2/17/2011,2,0.858
2/18/2011,30.3,55,13.4,30.2,5.6,8.3,344,0.18,0.29,0,40.2,14.8,83,16,30.293,30.025,24.2,32.2,44.1,2/18/2011,2,0.268
2/19/2011,39.3,47,19.1,29.8,5.1,7.6,24,0.18,0.29,0,40.2,28.5,88,24,30.073,29.406,18.4,28.8,51,2/19/2011,2,0.667
2/20/2011,28.1,45,8.7,29.6,16.4,23.1,340,0.18,0.29,0,40.2,23.8,92,28,29.762,29.402,32.2,47.2,32.5,2/20/2011,2,0.36
2/21/2011,26.6,36,3,29.9,14.8,21,343,0.18,0.29,0,40.1,21.8,46,28,30.001,29.717,31.1,43.7,33.2,2/21/2011,2,0.284
2/3/2011,10,69,1.6,30.7,2.4,3.9,43,0.04,0.15,0,40.1,-16.6,81,51,30.952,30.424,17.3,25.3,32.1,2/3/2011,2,0.528
2/4/2011,22.9,62,10.8,30.2,5.7,8.5,326,0.05,0.16,0,40.1,1.1,87,44,30.461,29.738,26.5,36.8,40.2,2/4/2011,2,0.723
2/5/2011,25.9,70,17.3,29.9,3.3,5.2,334,0.08,0.19,0,40.1,14,88,46,30.087,29.706,28.8,42.6,33.1,2/5/2011,2,0.381
2/6/2011,15.5,65,5,30.3,0.1,0.2,55,0.16,0.27,0,40.1,-1.8,85,32,30.615,30.079,2.3,4.6,26.4,2/6/2011,2,0.536
1/23/2011,26.8,33,1.3,30.1,14.4,20.9,327,0.11,0.11,0,40.1,17.7,50,22,30.193,29.936,32.2,47.2,32.5,1/23/2011,1,0.257
1/24/2011,23.4,37,0.2,30.2,0,0,351,0.11,0.11,0,40.1,14.7,55,19,30.378,29.994,0,0,31.9,1/24/2011,1,0.384
1/25/2011,28.5,40,3.3,30.2,0,0,24,0.11,0.11,0,40,15.1,76,11,30.252,30.052,0,0,38.5,1/25/2011,1,0.2
1/26/2011,29.9,45,8.6,30.3,0,0,343,0.11,0.11,0,40,17.2,78,23,30.425,30.108,0,0,39.3,1/26/2011,1,0.317
1/27/2011,39.5,30,10.3,30.1,0,0,333,0.11,0.11,0,40,32.2,41,21,30.204,29.938,0,0,48.6,1/27/2011,1,0.266
1/28/2011,43.6,32,14.2,29.9,0,0,339,0.11,0.11,0,40,26.6,58,19,30.008,29.789,0,0,57.2,1/28/2011,1,0.219
1/29/2011,37.7,39,12.9,29.9,0,0,337,0.11,0.11,0,39.9,21.1,72,23,30.043,29.654,0,0,49.4,1/29/2011,1,0.389
1/30/2011,34.4,40,10.5,29.9,0,0,344,0.11,0.11,0,39.9,19.1,79,20,30.011,29.707,0,0,47.6,1/30/2011,1,0.304
1/31/2011,10.6,72,2.8,30.1,0,0,110,0.11,0.11,0,39.9,-5.9,86,33,30.593,29.699,0,0,34.6,1/31/2011,1,0.894
2/1/2011,-12.1,63,-21.1,30.8,2.4,4,123,0,0.11,0,39.9,-23.6,70,52,31.061,30.556,11.5,13.8,-6.1,2/1/2011,2,0.505
2/2/2011,-11.9,60,-22.2,31,0.9,1.6,128,0.01,0.12,0,39.9,-27.7,73,35,31.204,30.855,8.1,10.4,7.7,2/2/2011,2,0.349
1/16/2011,37.2,50,20.3,29.8,15.7,23,310,0.05,0.05,0,39.9,28.2,71,42,30.097,29.649,34.5,50.6,44.2,1/16/2011,1,0.448
1/17/2011,38.5,57,24.1,29.6,9.7,15.7,328,0.11,0.11,0,39.9,31.6,82,34,29.82,29.538,25.3,39.1,45.1,1/17/2011,1,0.282
1/18/2011,33.3,44,13,29.9,13.1,20.2,323,0.11,0.11,0,39.9,30.3,71,28,29.964,29.768,27.6,40.3,38.3,1/18/2011,1,0.196
1/19/2011,25.3,67,15.2,29.9,8.9,13,334,0.11,0.11,0,39.9,7,85,31,30.287,29.661,26.5,39.1,36.6,1/19/2011,1,0.626
1/20/2011,18.6,55,3,30.3,13.5,19.1,317,0.11,0.11,0,39.8,0.7,81,24,30.59,29.872,34.5,51.8,31.8,1/20/2011,1,0.718
1/21/2011,29.6,37,5.5,30,14.5,21.9,321,0.11,0.11,0,39.8,24.4,63,21,30.147,29.765,28.8,43.7,35.6,1/21/2011,1,0.382
1/22/2011,27.4,52,11.7,29.9,10.8,16.4,332,0.11,0.11,0,39.8,20.2,83,32,30.132,29.626,38,54.1,34.4,1/22/2011,1,0.506
1/15/2011,35.6,44,15.7,30.1,13.6,27.2,319,0.05,0.05,0,39.8,32.9,51,34,30.236,29.997,132.3,255.3,40.6,1/15/2011,1,0.239
1/2/2011,20.5,37,-1.9,30.2,15.2,20.7,304,0,0,0,39.8,11.6,55,24,30.354,30.079,34.5,42.6,29.4,1/2/2011,1,0.275
1/3/2011,24.5,49,6.8,30,9.5,16.5,314,0,0,0,39.8,10.2,82,25,30.204,29.912,105.8,255.3,33.8,1/3/2011,1,0.292
1/4/2011,26.9,37,3.6,30,16.6,23.6,313,0,0,0,39.8,22.7,47,23,30.169,29.912,35.7,43.7,32.5,1/4/2011,1,0.257
1/5/2011,27.8,44,8.5,30.1,18.1,25.2,290,0,0,0,39.8,22.5,51,35,30.235,29.948,36.8,49.5,33.4,1/5/2011,1,0.287
1/6/2011,35.8,41,14,30.1,16.3,28.6,311,0,0,0,39.8,27.8,48,31,30.195,29.982,135.7,255.3,43.2,1/6/2011,1,0.213
1/7/2011,37.2,47,17.9,29.9,7.7,14.9,326,0,0,0,39.8,25,76,29,30.01,29.686,126.5,255.3,47,1/7/2011,1,0.324
1/8/2011,37.6,46,18.6,29.6,8.8,18.1,309,0,0,0,39.8,32.4,59,30,29.747,29.416,131.1,255.3,45.1,1/8/2011,1,0.331
1/9/2011,18.9,79,13.5,29.8,3.6,5.4,93,0,0,0,39.7,5.2,87,60,30.197,29.51,12.7,17.3,33.3,1/9/2011,1,0.687
1/10/2011,3.5,63,-6.9,30.5,4,5.9,334,0.05,0.05,0,39.7,-11.2,78,40,30.733,30.188,24.2,34.5,13.5,1/10/2011,1,0.545
1/11/2011,11.7,37,-10.3,30.6,11.7,17,302,0.05,0.05,0,39.6,3.5,54,22,30.704,30.458,28.8,47.2,20.6,1/11/2011,1,0.246
1/12/2011,24,45,5.2,30.5,12.7,20.5,311,0.05,0.05,0,39.6,-1.2,64,25,30.723,30.203,135.7,255.3,34.7,1/12/2011,1,0.52
1/13/2011,36,48,17.9,30.2,15.6,29.5,307,0.05,0.05,0,39.6,30,59,40,30.305,29.999,170.2,255.3,41.5,1/13/2011,1,0.306
1/14/2011,36.4,42,15.4,30.1,12.1,28.3,313,0.05,0.05,0,39.6,32.5,53,27,30.281,29.919,133.4,255.3,44.1,1/14/2011,1,0.362
12/31/2010,1.5,53,-12.5,30,9.9,14.3,319,0.58,13.27,0,39.6,-1.4,76,34,30.167,29.735,27.6,40.3,5.4,12/31/2010,12,0.432
1/1/2011,6.6,37,-14.4,30.3,19.3,25.5,302,0,0,0,39.6,1.5,46,30,30.398,30.157,32.2,43.7,13.1,1/1/2011,1,0.241
12/17/2010,15.7,73,8.5,30.2,1.7,3.1,111,0.01,12.7,0,39.5,10,83,53,30.329,30.131,8.1,11.5,24.1,12/17/2010,12,0.198
12/18/2010,29.7,61,17.5,29.9,6.1,8.9,326,0.01,12.7,0,39.5,11.1,83,40,30.166,29.685,19.6,25.3,38.9,12/18/2010,12,0.481
12/19/2010,36.5,71,27.8,29.6,4.5,6.5,311,0.13,12.82,0,39.5,32.3,93,52,29.72,29.418,16.1,21.9,41.8,12/19/2010,12,0.302
12/20/2010,33.9,83,29.2,29.6,3,4.9,88,0.42,13.11,0,39.5,28.1,92,54,29.879,29.388,10.4,13.8,37.5,12/20/2010,12,0.491
12/21/2010,25,79,19.3,30.1,2.3,3.6,86,0.49,13.18,0,39.5,22.3,87,54,30.318,29.846,8.1,11.5,28.7,12/21/2010,12,0.472
12/22/2010,25.1,84,20.8,30.3,1.3,1.8,37,0.57,13.26,0,39.5,17.7,90,68,30.406,30.072,11.5,16.1,39.2,12/22/2010,12,0.334
12/23/2010,32.9,71,24,30,3.1,7.4,341,0.57,13.26,0,39.5,19.2,92,44,30.191,29.85,170.2,255.3,46,12/23/2010,12,0.341
12/24/2010,24.4,80,18.7,30.4,1.2,2.1,52,0.58,13.27,0,39.3,14.1,89,57,30.598,30.185,6.9,10.4,38.2,12/24/2010,12,0.413
12/25/2010,24.1,63,10.7,30.5,0.6,1.4,78,0.58,13.27,0,39.3,8.4,86,17,30.719,30.255,5.8,10.4,51.4,12/25/2010,12,0.464
12/26/2010,35.4,40,11.2,30,8.1,17.9,325,0.58,13.27,0,39.3,16.5,77,15,30.255,29.712,120.8,255.3,51.7,12/26/2010,12,0.543
12/27/2010,31.4,34,5.9,30,14.3,21.2,327,0.58,13.27,0,39.3,27.6,50,24,30.177,29.752,27.6,41.4,36.9,12/27/2010,12,0.425
12/28/2010,31.7,28,1.1,29.9,9.5,13.6,319,0.58,13.27,0,39.3,18,51,17,30.149,29.592,24.2,32.2,41.5,12/28/2010,12,0.557
12/29/2010,35.5,37,10.5,29.2,16.1,25.4,315,0.58,13.27,0,39.3,32.8,50,15,29.592,29.036,170.2,255.3,39.3,12/29/2010,12,0.556
12/30/2010,17.5,71,9.3,29.4,3.7,5.7,102,0.58,13.27,0,39.3,-1.2,85,44,29.748,29.126,12.7,18.4,33.4,12/30/2010,12,0.622
12/13/2010,45.8,27,13.6,29.9,19.5,28.5,315,0,12.69,0,39.3,42.6,42,16,29.975,29.77,35.7,57.5,53.2,12/13/2010,12,0.205
12/14/2010,46.3,26,12.3,29.6,18.5,32.6,314,0,12.69,0,39.2,42.1,41,18,29.793,29.22,169.1,255.3,52.2,12/14/2010,12,0.573
12/15/2010,34.1,55,18.5,29.6,10.2,14.7,313,0.01,12.7,0,39.2,22.9,88,27,29.942,29.362,27.6,42.6,44.3,12/15/2010,12,0.58
12/16/2010,20.2,62,8.5,30.1,3.7,6.1,88,0.01,12.7,0,39.2,10.5,84,33,30.317,29.936,19.6,29.9,29.1,12/16/2010,12,0.381
11/27/2010,37.7,25,3.6,29.8,8.8,12.7,313,0.14,12.69,0,39.2,24.1,39,15,30.102,29.555,26.5,35.7,47,11/27/2010,11,0.547
11/28/2010,32.4,35,4.9,29.4,7.2,10.6,319,0.14,12.69,0,39.2,23.8,76,17,29.554,29.244,19.6,31.1,42.3,11/28/2010,11,0.31
11/29/2010,20.1,37,-2.2,30,7.7,12,333,0.14,12.69,0,39.2,14.9,51,28,30.38,29.521,23,36.8,24.4,11/29/2010,11,0.859
11/30/2010,24.6,30,-3.4,30.3,13.4,19.2,284,0.14,12.69,0,39.2,14.3,47,15,30.367,30.148,29.9,44.9,32.6,11/30/2010,11,0.219
12/2/2010,42.2,39,18.2,30,12.6,19,310,0,12.69,0,39.2,36.4,58,28,30.126,29.826,31.1,43.7,48.8,12/2/2010,12,0.3
12/3/2010,44.8,31,15.9,29.8,13.8,17.1,301,0,12.69,0,39.1,42.3,41,28,29.851,29.802,31.1,44.9,46.2,12/3/2010,12,0.049
12/4/2010,31.3,62,18,30.2,6,7.9,320,0,12.69,0,39.1,21.8,89,28,30.43,29.828,16.1,20.7,46,12/4/2010,12,0.602
12/5/2010,28.8,67,18.9,30.4,2.7,4.1,68,0,12.69,0,39.1,18.8,86,45,30.487,30.267,11.5,13.8,43.1,12/5/2010,12,0.22
12/6/2010,34.3,62,21.4,30.3,4.6,7,318,0,12.69,0,39.1,18.1,87,27,30.465,30.008,17.3,26.5,48.1,12/6/2010,12,0.457
12/7/2010,34.3,40,12,30.2,7.8,11.9,322,0,12.69,0,39.1,23,60,23,30.382,29.951,25.3,34.5,46.2,12/7/2010,12,0.431
12/8/2010,40.4,26,7.4,30.1,10.6,15.5,308,0,12.69,0,39.1,23.9,41,15,30.282,29.817,26.5,36.8,49.2,12/8/2010,12,0.465
12/9/2010,39.6,37,14.9,29.9,15.3,22.5,315,0,12.69,0,39.1,29.5,57,25,29.998,29.766,34.5,49.5,44,12/9/2010,12,0.232
12/10/2010,35.9,47,17.5,29.8,10.4,16,321,0,12.69,0,39,28.1,85,32,29.998,29.645,25.3,38,43.4,12/10/2010,12,0.353
